mapping_type    icdo_code_mix   icdo_label_mix    ncit_id ncit_label  icdom_id    icdom_label icdot_id    icdot_label pgx_sample_example  pgx_example_link  pgx_sample_count
pgx code mix	icdom-88543~icdot-C49.9	Pleomorphic liposarcoma (Connective, subcutaneous and other soft tissues, NOS)	NCIT:C3705	Pleomorphic Liposarcoma	pgx:icdom-88543	Pleomorphic liposarcoma	pgx:icdot-C49.9	Connective, subcutaneous and other soft tissues, NOS	Pleomorphic Liposarcoma	https://progenetix.org/services/ids/pgxbs-kftvl7bv	52
primary ICD-O M	icdom-88553	Mixed liposarcoma	NCIT:C4253	Mixed Liposarcoma			pgx:icdom-88553	Mixed liposarcoma			13
pgx code mix	icdom-88553~icdot-C49.9	Mixed liposarcoma (Connective, subcutaneous and other soft tissues, NOS)	NCIT:C4253	Mixed Liposarcoma	pgx:icdom-88553	Mixed liposarcoma	pgx:icdot-C49.9	Connective, subcutaneous and other soft tissues, NOS	double-component liposarcoma	https://progenetix.org/services/ids/pgxbs-kftvh72l	13
primary ICD-O M	icdom-88560	Intramuscular lipoma	NCIT:C7450	Intramuscular Lipoma			pgx:icdom-88560	Intramuscular lipoma			0
primary ICD-O M	icdom-88570	Spindle cell lipoma	NCIT:C4254	Spindle Cell Lipoma			pgx:icdom-88570	Spindle cell lipoma			0
primary ICD-O M	icdom-88573	Fibroblastic liposarcoma	NCIT:C6509	Fibroblastic Liposarcoma			pgx:icdom-88573	Fibroblastic liposarcoma			0
primary ICD-O M	icdom-88583	Dedifferentiated liposarcoma	NCIT:C3704	Dedifferentiated Liposarcoma			pgx:icdom-88583	Dedifferentiated liposarcoma			174
pgx code mix	icdom-88583~icdot-C16.9	Dedifferentiated liposarcoma (Stomach, NOS)	NCIT:C3704	Dedifferentiated Liposarcoma	pgx:icdom-88583	Dedifferentiated liposarcoma	pgx:icdot-C16.9	Stomach, NOS	Primary Tumor	https://progenetix.org/services/ids/pgxbs-kftvhseh	1
pgx code mix	icdom-88583~icdot-C18.6	Dedifferentiated liposarcoma (Descending colon)	NCIT:C3704	Dedifferentiated Liposarcoma	pgx:icdom-88583	Dedifferentiated liposarcoma	pgx:icdot-C18.6	Descending colon	Primary Tumor	https://progenetix.org/services/ids/pgxbs-kftvi0kw	1
pgx code mix	icdom-88583~icdot-C48.0	Dedifferentiated liposarcoma (Retroperitoneum)	NCIT:C3704	Dedifferentiated Liposarcoma	pgx:icdom-88583	Dedifferentiated liposarcoma	pgx:icdot-C48.0	Retroperitoneum	Primary Tumor	https://progenetix.org/services/ids/pgxbs-kftvi7pc	47
pgx code mix	icdom-88583~icdot-C48.1	Dedifferentiated liposarcoma (Specified parts of peritoneum)	NCIT:C3704	Dedifferentiated Liposarcoma	pgx:icdom-88583	Dedifferentiated liposarcoma	pgx:icdot-C48.1	Specified parts of peritoneum	Primary Tumor	https://progenetix.org/services/ids/pgxbs-kftvhhtr	1
pgx code mix	icdom-88583~icdot-C49.1	Dedifferentiated liposarcoma (Connective, subcutaneous and other soft tissues of upper limb and shoulder)	NCIT:C3704	Dedifferentiated Liposarcoma	pgx:icdom-88583	Dedifferentiated liposarcoma	pgx:icdot-C49.1	Connective, subcutaneous and other soft tissues of upper limb and shoulder	Primary Tumor	https://progenetix.org/services/ids/pgxbs-kftvi76k	2
pgx code mix	icdom-88583~icdot-C49.2	Dedifferentiated liposarcoma (Connective, subcutaneous and other soft tissues of lower limb and hip)	NCIT:C3704	Dedifferentiated Liposarcoma	pgx:icdom-88583	Dedifferentiated liposarcoma	pgx:icdot-C49.2	Connective, subcutaneous and other soft tissues of lower limb and hip	Primary Tumor	https://progenetix.org/services/ids/pgxbs-kftvhsce	2
pgx code mix	icdom-88583~icdot-C49.3	Dedifferentiated liposarcoma (Connective, subcutaneous and other soft tissues of thorax)	NCIT:C3704	Dedifferentiated Liposarcoma	pgx:icdom-88583	Dedifferentiated liposarcoma	pgx:icdot-C49.3	Connective, subcutaneous and other soft tissues of thorax	Primary Tumor	https://progenetix.org/services/ids/pgxbs-kftvhuij	1
pgx code mix	icdom-88583~icdot-C49.5	Dedifferentiated liposarcoma (Connective, subcutaneous and other soft tissues of pelvis)	NCIT:C3704	Dedifferentiated Liposarcoma	pgx:icdom-88583	Dedifferentiated liposarcoma	pgx:icdot-C49.5	Connective, subcutaneous and other soft tissues of pelvis	Primary Tumor	https://progenetix.org/services/ids/pgxbs-kftvi5rg	2
pgx code mix	icdom-88583~icdot-C49.9	Dedifferentiated liposarcoma (Connective, subcutaneous and other soft tissues, NOS)	NCIT:C3704	Dedifferentiated Liposarcoma	pgx:icdom-88583	Dedifferentiated liposarcoma	pgx:icdot-C49.9	Connective, subcutaneous and other soft tissues, NOS	Dedifferentiated Liposarcoma	https://progenetix.org/services/ids/pgxbs-kftvl9bp	116
pgx code mix	icdom-88583~icdot-C63.1	Dedifferentiated liposarcoma (Spermatic cord)	NCIT:C3704	Dedifferentiated Liposarcoma	pgx:icdom-88583	Dedifferentiated liposarcoma	pgx:icdot-C63.1	Spermatic cord	Primary Tumor	https://progenetix.org/services/ids/pgxbs-kftvhzt8	1
primary ICD-O M	icdom-88600	Angiomyolipoma	NCIT:C3734	Angiomyolipoma			pgx:icdom-88600	Angiomyolipoma			8
pgx code mix	icdom-88600~icdot-C64.9	Angiomyolipoma (Kidney, NOS)	NCIT:C3888	Kidney Angiomyolipoma	pgx:icdom-88600	Angiomyolipoma	pgx:icdot-C64.9	Kidney, NOS	Renal Angiomyolipoma	https://progenetix.org/services/ids/pgxbs-kftvl9lm	8
primary ICD-O M	icdom-88610	Angiolipoma, NOS	NCIT:C3733	Angiolipoma			pgx:icdom-88610	Angiolipoma, NOS			0
primary ICD-O M	icdom-88620	Chondroid lipoma	NCIT:C6503	Chondroid Lipoma			pgx:icdom-88620	Chondroid lipoma			0
primary ICD-O M	icdom-88700	Myelolipoma	NCIT:C3736	Adrenal Gland Myelolipoma			pgx:icdom-88700	Myelolipoma			0
primary ICD-O M	icdom-88800	Hibernoma	NCIT:C3702	Hibernoma			pgx:icdom-88800	Hibernoma			0
primary ICD-O M	icdom-88810	Lipoblastomatosis	NCIT:C4255	Lipoblastomatosis			pgx:icdom-88810	Lipoblastomatosis			0
primary ICD-O M	icdom-88900	Leiomyoma, NOS	NCIT:C3157	Leiomyoma			pgx:icdom-88900	Leiomyoma, NOS			85
pgx code mix	icdom-88900~icdot-C15.9	Leiomyoma, NOS (Esophagus, NOS)	NCIT:C3866	Esophageal Leiomyoma	pgx:icdom-88900	Leiomyoma, NOS	pgx:icdot-C15.9	Esophagus, NOS	Leiomyoma [Esophagus]	https://progenetix.org/services/ids/pgxbs-kftva6c1	9
pgx code mix	icdom-88900~icdot-C34.9	Leiomyoma, NOS (Lung, NOS)	NCIT:C3157	Leiomyoma	pgx:icdom-88900	Leiomyoma, NOS	pgx:icdot-C34.9	Lung, NOS	leiomyoma [lung]	https://progenetix.org/services/ids/pgxbs-kftvgsxe	1
pgx code mix	icdom-88900~icdot-C55.9	Leiomyoma, NOS (Uterus, NOS)	NCIT:C3434	Uterine Corpus Leiomyoma	pgx:icdom-88900	Leiomyoma, NOS	pgx:icdot-C55.9	Uterus, NOS	Uterine leiomyoma	https://progenetix.org/services/ids/pgxbs-kftvkjbo	75
primary ICD-O M	icdom-88901	Leiomyomatosis, NOS	NCIT:C3748	Leiomyomatosis			pgx:icdom-88901	Leiomyomatosis, NOS			0
primary ICD-O M	icdom-88903	Leiomyosarcoma, NOS	NCIT:C3158	Leiomyosarcoma			pgx:icdom-88903	Leiomyosarcoma, NOS			623
pgx code mix	icdom-88903~icdot-C02.9	Leiomyosarcoma, NOS (Tongue, NOS)	NCIT:C3158	Leiomyosarcoma	pgx:icdom-88903	Leiomyosarcoma, NOS	pgx:icdot-C02.9	Tongue, NOS	Primary Tumor	https://progenetix.org/services/ids/pgxbs-kftvhnzt	1
pgx code mix	icdom-88903~icdot-C16.9	Leiomyosarcoma, NOS (Stomach, NOS)	NCIT:C3158	Leiomyosarcoma	pgx:icdom-88903	Leiomyosarcoma, NOS	pgx:icdot-C16.9	Stomach, NOS	Primary Tumor	https://progenetix.org/services/ids/pgxbs-kftvhiyr	1
pgx code mix	icdom-88903~icdot-C22.0	Leiomyosarcoma, NOS (Liver)	NCIT:C3158	Leiomyosarcoma	pgx:icdom-88903	Leiomyosarcoma, NOS	pgx:icdot-C22.0	Liver	Leiomyosarcoma	https://progenetix.org/services/ids/pgxbs-kftvim42	2
pgx code mix	icdom-88903~icdot-C30.9	Leiomyosarcoma, NOS (nasal cavity including nasal cartilage)	NCIT:C3158	Leiomyosarcoma	pgx:icdom-88903	Leiomyosarcoma, NOS	pgx:icdot-C30.9	nasal cavity including nasal cartilage	Leiomyosarcoma	https://progenetix.org/services/ids/pgxbs-kftvh2ov	1
pgx code mix	icdom-88903~icdot-C40.2	Leiomyosarcoma, NOS (Long bones of lower limb and associated joints)	NCIT:C3158	Leiomyosarcoma	pgx:icdom-88903	Leiomyosarcoma, NOS	pgx:icdot-C40.2	Long bones of lower limb and associated joints	Primary Tumor	https://progenetix.org/services/ids/pgxbs-kftvhx8v	1
pgx code mix	icdom-88903~icdot-C40.3	Leiomyosarcoma, NOS (Short bones of lower limb and associated joints)	NCIT:C3158	Leiomyosarcoma	pgx:icdom-88903	Leiomyosarcoma, NOS	pgx:icdot-C40.3	Short bones of lower limb and associated joints	Primary Tumor	https://progenetix.org/services/ids/pgxbs-kftvi1rc	1
pgx code mix	icdom-88903~icdot-C44.9	Leiomyosarcoma, NOS (Skin, NOS)	NCIT:C3158	Leiomyosarcoma	pgx:icdom-88903	Leiomyosarcoma, NOS	pgx:icdot-C44.9	Skin, NOS	leiomyosarcoma [skin, recurrence, grade II]	https://progenetix.org/services/ids/pgxbs-kftvhdnm	1
pgx code mix	icdom-88903~icdot-C48.0	Leiomyosarcoma, NOS (Retroperitoneum)	NCIT:C3158	Leiomyosarcoma	pgx:icdom-88903	Leiomyosarcoma, NOS	pgx:icdot-C48.0	Retroperitoneum	Primary Tumor	https://progenetix.org/services/ids/pgxbs-kftvi8j8	41
pgx code mix	icdom-88903~icdot-C48.9	Leiomyosarcoma, NOS (retroperitoneum and peritoneum)	NCIT:C3158	Leiomyosarcoma	pgx:icdom-88903	Leiomyosarcoma, NOS	pgx:icdot-C48.9	retroperitoneum and peritoneum	leiomyosarcoma [retroperitoneum, primary, grade III]	https://progenetix.org/services/ids/pgxbs-kftvhdne	5
pgx code mix	icdom-88903~icdot-C49.1	Leiomyosarcoma, NOS (Connective, subcutaneous and other soft tissues of upper limb and shoulder)	NCIT:C3158	Leiomyosarcoma	pgx:icdom-88903	Leiomyosarcoma, NOS	pgx:icdot-C49.1	Connective, subcutaneous and other soft tissues of upper limb and shoulder	Primary Tumor	https://progenetix.org/services/ids/pgxbs-kftvi6yg	1
pgx code mix	icdom-88903~icdot-C49.2	Leiomyosarcoma, NOS (Connective, subcutaneous and other soft tissues of lower limb and hip)	NCIT:C3158	Leiomyosarcoma	pgx:icdom-88903	Leiomyosarcoma, NOS	pgx:icdot-C49.2	Connective, subcutaneous and other soft tissues of lower limb and hip	Primary Tumor	https://progenetix.org/services/ids/pgxbs-kftvi564	13
pgx code mix	icdom-88903~icdot-C49.3	Leiomyosarcoma, NOS (Connective, subcutaneous and other soft tissues of thorax)	NCIT:C3158	Leiomyosarcoma	pgx:icdom-88903	Leiomyosarcoma, NOS	pgx:icdot-C49.3	Connective, subcutaneous and other soft tissues of thorax	Primary Tumor	https://progenetix.org/services/ids/pgxbs-kftvi7kg	3
pgx code mix	icdom-88903~icdot-C49.4	Leiomyosarcoma, NOS (Connective, subcutaneous and other soft tissues of abdomen)	NCIT:C3158	Leiomyosarcoma	pgx:icdom-88903	Leiomyosarcoma, NOS	pgx:icdot-C49.4	Connective, subcutaneous and other soft tissues of abdomen	Primary Tumor	https://progenetix.org/services/ids/pgxbs-kftvhv0l	1
pgx code mix	icdom-88903~icdot-C49.5	Leiomyosarcoma, NOS (Connective, subcutaneous and other soft tissues of pelvis)	NCIT:C3158	Leiomyosarcoma	pgx:icdom-88903	Leiomyosarcoma, NOS	pgx:icdot-C49.5	Connective, subcutaneous and other soft tissues of pelvis	Primary Tumor	https://progenetix.org/services/ids/pgxbs-kftvhmyb	2
pgx code mix	icdom-88903~icdot-C49.6	Leiomyosarcoma, NOS (Connective, subcutaneous and other soft tissues of trunk NOS)	NCIT:C3158	Leiomyosarcoma	pgx:icdom-88903	Leiomyosarcoma, NOS	pgx:icdot-C49.6	Connective, subcutaneous and other soft tissues of trunk NOS	Primary Tumor	https://progenetix.org/services/ids/pgxbs-kftvhjc1	1
pgx code mix	icdom-88903~icdot-C49.8	Leiomyosarcoma, NOS (Overlapping lesion of connective, subcutaneous and other soft tissues)	NCIT:C3158	Leiomyosarcoma	pgx:icdom-88903	Leiomyosarcoma, NOS	pgx:icdot-C49.8	Overlapping lesion of connective, subcutaneous and other soft tissues	Primary Tumor	https://progenetix.org/services/ids/pgxbs-kftvhsd2	1
pgx code mix	icdom-88903~icdot-C49.9	Leiomyosarcoma, NOS (Connective, subcutaneous and other soft tissues, NOS)	NCIT:C3158	Leiomyosarcoma	pgx:icdom-88903	Leiomyosarcoma, NOS	pgx:icdot-C49.9	Connective, subcutaneous and other soft tissues, NOS	Leiomyosarcoma	https://progenetix.org/services/ids/pgxbs-kftvla88	312
pgx code mix	icdom-88903~icdot-C51.9	Leiomyosarcoma, NOS (Vulva, NOS)	NCIT:C40318	Vulvar leiomyosarcoma	pgx:icdom-88903	Leiomyosarcoma, NOS	pgx:icdot-C51.9	Vulva, NOS	Mixed Cancer Types	https://progenetix.org/services/ids/pgxbs-kftvkt8c	3
pgx code mix	icdom-88903~icdot-C54.1	Leiomyosarcoma, NOS (Endometrium)	NCIT:C6340	Uterine Corpus Leiomyosarcoma	pgx:icdom-88903	Leiomyosarcoma, NOS	pgx:icdot-C54.1	Endometrium	Uterine Leiomyosarcoma	https://progenetix.org/services/ids/pgxbs-kftvldh7	128
pgx code mix	icdom-88903~icdot-C54.2	Leiomyosarcoma, NOS (Myometrium)	NCIT:C6340	Uterine Corpus Leiomyosarcoma	pgx:icdom-88903	Leiomyosarcoma, NOS	pgx:icdot-C54.2	Myometrium	Primary Tumor	https://progenetix.org/services/ids/pgxbs-kftvhkpt	2
pgx code mix	icdom-88903~icdot-C54.9	Leiomyosarcoma, NOS (Corpus uteri)	NCIT:C6340	Uterine corpus leiomyosarcoma	pgx:icdom-88903	Leiomyosarcoma, NOS	pgx:icdot-C54.9	Corpus uteri	Mixed Cancer Types	https://progenetix.org/services/ids/pgxbs-kftvkt98	4
pgx code mix	icdom-88903~icdot-C55.9	Leiomyosarcoma, NOS (Uterus, NOS)	NCIT:C6340	Uterine Corpus Leiomyosarcoma	pgx:icdom-88903	Leiomyosarcoma, NOS	pgx:icdot-C55.9	Uterus, NOS	Uterine leiomyosarcoma	https://progenetix.org/services/ids/pgxbs-kftvkjbp	90
pgx code mix	icdom-88903~icdot-C56.9	Leiomyosarcoma, NOS (Ovary)	NCIT:C5234	Ovarian leiomyosarcoma	pgx:icdom-88903	Leiomyosarcoma, NOS	pgx:icdot-C56.9	Ovary	Mixed Cancer Types	https://progenetix.org/services/ids/pgxbs-kftvkt6j	3
pgx code mix	icdom-88903~icdot-C64.9	Leiomyosarcoma, NOS (Kidney, NOS)	NCIT:C3158	Leiomyosarcoma	pgx:icdom-88903	Leiomyosarcoma, NOS	pgx:icdot-C64.9	Kidney, NOS	Leiomyosarcoma	https://progenetix.org/services/ids/pgxbs-kftviml3	3
pgx code mix	icdom-88903~icdot-C76.1	Leiomyosarcoma, NOS (Thorax, NOS)	NCIT:C3158	leiomyosarcoma	pgx:icdom-88903	Leiomyosarcoma, NOS	pgx:icdot-C76.1	Thorax, NOS	leiomyosarcoma	https://progenetix.org/services/ids/pgxbs-kftvkjua	2
primary ICD-O M	icdom-88910	Epithelioid leiomyoma	NCIT:C3486	Epithelioid Cell Type Gastrointestinal Stromal Tumor			pgx:icdom-88910	Epithelioid leiomyoma			1
pgx code mix	icdom-88910~icdot-C64.9	Epithelioid leiomyoma (Kidney, NOS)	NCIT:C159209	Kidney Leiomyoma	pgx:icdom-88910	Epithelioid leiomyoma	pgx:icdot-C64.9	Kidney, NOS	leiomyoblastoma [cell line G-402]	https://progenetix.org/services/ids/pgxbs-kftvj3h4	1
primary ICD-O M	icdom-88913	Epithelioid leiomyosarcoma	NCIT:C3700	Epithelioid Leiomyosarcoma			pgx:icdom-88913	Epithelioid leiomyosarcoma			12
pgx code mix	icdom-88913~icdot-C49.9	Epithelioid leiomyosarcoma (Connective, subcutaneous and other soft tissues, NOS)	NCIT:C3700	Epithelioid Leiomyosarcoma	pgx:icdom-88913	Epithelioid leiomyosarcoma	pgx:icdot-C49.9	Connective, subcutaneous and other soft tissues, NOS	Epitheliod Leiomyosarcoma [grade III, primary]	https://progenetix.org/services/ids/pgxbs-kftvhcim	1
pgx code mix	icdom-88913~icdot-C54.1	Epithelioid leiomyosarcoma (Endometrium)	NCIT:C40174	Uterine Corpus Epithelioid Leiomyosarcoma	pgx:icdom-88913	Epithelioid leiomyosarcoma	pgx:icdot-C54.1	Endometrium	Uterine Epithelioid Leiomyosarcoma	https://progenetix.org/services/ids/pgxbs-kftvldhf	11
primary ICD-O M	icdom-88920	Cellular leiomyoma	NCIT:C4256	Cellular Leiomyoma			pgx:icdom-88920	Cellular leiomyoma			0
primary ICD-O M	icdom-88930	Bizarre leiomyoma	NCIT:C4257	Bizarre Leiomyoma			pgx:icdom-88930	Bizarre leiomyoma			0
primary ICD-O M	icdom-88940	Angiomyoma	NCIT:C3747	Angioleiomyoma			pgx:icdom-88940	Angiomyoma			2
pgx code mix	icdom-88940~icdot-C49.9	Angiomyoma (Connective, subcutaneous and other soft tissues, NOS)	NCIT:C3747	Angioleiomyoma	pgx:icdom-88940	Angiomyoma	pgx:icdot-C49.9	Connective, subcutaneous and other soft tissues, NOS	Angioleiomyoma	https://progenetix.org/services/ids/pgxbs-kftvhf7a	2
primary ICD-O M	icdom-88943	Angiomyosarcoma	NCIT:C66771	Angiomyosarcoma			pgx:icdom-88943	Angiomyosarcoma			0
primary ICD-O M	icdom-88950	Myoma	NCIT:C4882	Benign Muscle Neoplasm			pgx:icdom-88950	Myoma			0
primary ICD-O M	icdom-88953	Myosarcoma	NCIT:C4883	Malignant Muscle Neoplasm			pgx:icdom-88953	Myosarcoma			2
pgx code mix	icdom-88953~icdot-C49.9	Myosarcoma (Connective, subcutaneous and other soft tissues, NOS)	NCIT:C4883	Malignant Muscle Neoplasm	pgx:icdom-88953	Myosarcoma	pgx:icdot-C49.9	Connective, subcutaneous and other soft tissues, NOS	Myosarcoma NOS [grade IV, primary]	https://progenetix.org/services/ids/pgxbs-kftvhcip	2
primary ICD-O M	icdom-88963	Myxoid leiomyosarcoma	NCIT:C3701	Myxoid Leiomyosarcoma			pgx:icdom-88963	Myxoid leiomyosarcoma			8
pgx code mix	icdom-88963~icdot-C48.0	Myxoid leiomyosarcoma (Retroperitoneum)	NCIT:C3701	Myxoid Leiomyosarcoma	pgx:icdom-88963	Myxoid leiomyosarcoma	pgx:icdot-C48.0	Retroperitoneum	Primary Tumor	https://progenetix.org/services/ids/pgxbs-kftvi05z	1
pgx code mix	icdom-88963~icdot-C54.0	Myxoid leiomyosarcoma (Isthmus uteri)	NCIT:C3701	Myxoid Leiomyosarcoma	pgx:icdom-88963	Myxoid leiomyosarcoma	pgx:icdot-C54.0	Isthmus uteri	Primary Tumor	https://progenetix.org/services/ids/pgxbs-kftvhrn6	1
pgx code mix	icdom-88963~icdot-C54.9	Myxoid leiomyosarcoma (Corpus uteri)	NCIT:C40175	Uterine Corpus Myxoid Leiomyosarcoma	pgx:icdom-88963	Myxoid leiomyosarcoma	pgx:icdot-C54.9	Corpus uteri	Uterine Myxoid Leiomyosarcoma	https://progenetix.org/services/ids/pgxbs-kftvldhc	5
pgx code mix	icdom-88963~icdot-C55.9	Myxoid leiomyosarcoma (Uterus, NOS)	NCIT:C3701	Myxoid Leiomyosarcoma	pgx:icdom-88963	Myxoid leiomyosarcoma	pgx:icdot-C55.9	Uterus, NOS	Primary Tumor	https://progenetix.org/services/ids/pgxbs-kftvhnhv	1
primary ICD-O M	icdom-88971	Smooth muscle tumor of uncertain malignant potential					pgx:icdom-88971	Smooth muscle tumor of uncertain malignant potential			4
pgx code mix	icdom-88971~icdot-C54.9	Smooth muscle tumor of uncertain malignant potential (Corpus uteri)	NCIT:C40177	Uterine Corpus Smooth Muscle Tumor of Uncertain Malignant Potential	pgx:icdom-88971	Smooth muscle tumor of uncertain malignant potential	pgx:icdot-C54.9	Corpus uteri	Uterine Smooth Muscle Tumor of Uncertain Malignant Potential	https://progenetix.org/services/ids/pgxbs-kftvldg7	4
primary ICD-O M	icdom-88981	Metastasizing leiomyoma					pgx:icdom-88981	Metastasizing leiomyoma			0
primary ICD-O M	icdom-89000	Rhabdomyoma, NOS	NCIT:C3358	Rhabdomyoma			pgx:icdom-89000	Rhabdomyoma, NOS			0
primary ICD-O M	icdom-89003	Rhabdomyosarcoma, NOS	NCIT:C3359	Rhabdomyosarcoma			pgx:icdom-89003	Rhabdomyosarcoma, NOS			112
pgx code mix	icdom-89003~icdot-C38.4	Rhabdomyosarcoma, NOS (Pleura, NOS)	NCIT:C3359	Rhabdomyosarcoma	pgx:icdom-89003	Rhabdomyosarcoma, NOS	pgx:icdot-C38.4	Pleura, NOS	Smooth muscle tumour, malignant	https://progenetix.org/services/ids/pgxbs-kftvh0hv	1
pgx code mix	icdom-89003~icdot-C49.9	Rhabdomyosarcoma, NOS (Connective, subcutaneous and other soft tissues, NOS)	NCIT:C3359	Rhabdomyosarcoma	pgx:icdom-89003	Rhabdomyosarcoma, NOS	pgx:icdot-C49.9	Connective, subcutaneous and other soft tissues, NOS	Rhabdomyosarcoma	https://progenetix.org/services/ids/pgxbs-kftvl9vo	111
primary ICD-O M	icdom-89013	Pleomorphic rhabdomyosarcoma, adult type	NCIT:C27369	Adult Pleomorphic Rhabdomyosarcoma			pgx:icdom-89013	Pleomorphic rhabdomyosarcoma, adult type			11
pgx code mix	icdom-89013~icdot-C49.4	Pleomorphic rhabdomyosarcoma, adult type (Connective, subcutaneous and other soft tissues of abdomen)	NCIT:C4258	Pleomorphic Rhabdomyosarcoma	pgx:icdom-89013	Pleomorphic rhabdomyosarcoma, adult type	pgx:icdot-C49.4	Connective, subcutaneous and other soft tissues of abdomen	Pleomorphic Rhabdomyosarcoma	https://progenetix.org/services/ids/pgxbs-kftvl9jk	4
pgx code mix	icdom-89013~icdot-C49.9	Pleomorphic rhabdomyosarcoma, adult type (Connective, subcutaneous and other soft tissues, NOS)	NCIT:C27369	Adult Pleomorphic Rhabdomyosarcoma	pgx:icdom-89013	Pleomorphic rhabdomyosarcoma, adult type	pgx:icdot-C49.9	Connective, subcutaneous and other soft tissues, NOS	Pleomorphic rhabdomyosarcoma [limb, PAX3-FKHR neg.]	https://progenetix.org/services/ids/pgxbs-kftvh71e	7
primary ICD-O M	icdom-89023	Mixed type rhabdomyosarcoma					pgx:icdom-89023	Mixed type rhabdomyosarcoma			0
primary ICD-O M	icdom-89030	Fetal rhabdomyoma	NCIT:C4260	Fetal Rhabdomyoma			pgx:icdom-89030	Fetal rhabdomyoma			0
primary ICD-O M	icdom-89040	Adult rhabdomyoma					pgx:icdom-89040	Adult rhabdomyoma			0
primary ICD-O M	icdom-89050	Genital rhabdomyoma	NCIT:C6517	Genital Rhabdomyoma			pgx:icdom-89050	Genital rhabdomyoma			0
primary ICD-O M	icdom-89103	Embryonal rhabdomyosarcoma, NOS	NCIT:C8971	Embryonal Rhabdomyosarcoma			pgx:icdom-89103	Embryonal rhabdomyosarcoma, NOS			73
pgx code mix	icdom-89103~icdot-C11.9	Embryonal rhabdomyosarcoma, NOS (Nasopharynx, NOS)	NCIT:C8971	Embryonal Rhabdomyosarcoma	pgx:icdom-89103	Embryonal rhabdomyosarcoma, NOS	pgx:icdot-C11.9	Nasopharynx, NOS	Embryonal rhabdomyosarcoma	https://progenetix.org/services/ids/pgxbs-kftvimgn	2
pgx code mix	icdom-89103~icdot-C30.1	Embryonal rhabdomyosarcoma, NOS (Middle ear)	NCIT:C8971	Embryonal Rhabdomyosarcoma	pgx:icdom-89103	Embryonal rhabdomyosarcoma, NOS	pgx:icdot-C30.1	Middle ear	embryonal rhabdomyosarcoma	https://progenetix.org/services/ids/pgxbs-kftvjvwp	1
pgx code mix	icdom-89103~icdot-C41.9	Embryonal rhabdomyosarcoma, NOS (Bone, NOS)	NCIT:C8971	Embryonal Rhabdomyosarcoma	pgx:icdom-89103	Embryonal rhabdomyosarcoma, NOS	pgx:icdot-C41.9	Bone, NOS	Embryonal rhabdomyosarcoma	https://progenetix.org/services/ids/pgxbs-kftvimgr	2
pgx code mix	icdom-89103~icdot-C49.4	Embryonal rhabdomyosarcoma, NOS (Connective, subcutaneous and other soft tissues of abdomen)	NCIT:C8971	Embryonal rhabdomyosarcoma	pgx:icdom-89103	Embryonal rhabdomyosarcoma, NOS	pgx:icdot-C49.4	Connective, subcutaneous and other soft tissues of abdomen	Mixed Cancer Types	https://progenetix.org/services/ids/pgxbs-kftvkt5w	7
pgx code mix	icdom-89103~icdot-C49.9	Embryonal rhabdomyosarcoma, NOS (Connective, subcutaneous and other soft tissues, NOS)	NCIT:C8971	Embryonal Rhabdomyosarcoma	pgx:icdom-89103	Embryonal rhabdomyosarcoma, NOS	pgx:icdot-C49.9	Connective, subcutaneous and other soft tissues, NOS	Embryonal Rhabdomyosarcoma	https://progenetix.org/services/ids/pgxbs-kftvl4w7	48
pgx code mix	icdom-89103~icdot-C61.9	Embryonal rhabdomyosarcoma, NOS (Prostate gland)	NCIT:C8971	Embryonal Rhabdomyosarcoma	pgx:icdom-89103	Embryonal rhabdomyosarcoma, NOS	pgx:icdot-C61.9	Prostate gland	Embryonal rhabdomyosarcoma	https://progenetix.org/services/ids/pgxbs-kftvimgd	1
pgx code mix	icdom-89103~icdot-C62.9	Embryonal rhabdomyosarcoma, NOS (Testis, NOS)	NCIT:C8971	Embryonal Rhabdomyosarcoma	pgx:icdom-89103	Embryonal rhabdomyosarcoma, NOS	pgx:icdot-C62.9	Testis, NOS	Embryonal rhabdomyosarcoma	https://progenetix.org/services/ids/pgxbs-kftvimh2	5
pgx code mix	icdom-89103~icdot-C64.9	Embryonal rhabdomyosarcoma, NOS (Kidney, NOS)	NCIT:C8971	Embryonal Rhabdomyosarcoma	pgx:icdom-89103	Embryonal rhabdomyosarcoma, NOS	pgx:icdot-C64.9	Kidney, NOS	Embryonal rhabdomyosarcoma [cell line RD]	https://progenetix.org/services/ids/pgxbs-kftvimdl	2
pgx code mix	icdom-89103~icdot-C67.9	Embryonal rhabdomyosarcoma, NOS (Bladder, NOS)	NCIT:C8971	Embryonal Rhabdomyosarcoma	pgx:icdom-89103	Embryonal rhabdomyosarcoma, NOS	pgx:icdot-C67.9	Bladder, NOS	embryonal rhabdomyosarcoma	https://progenetix.org/services/ids/pgxbs-kftvjvwr	1
pgx code mix	icdom-89103~icdot-C76.2	Embryonal rhabdomyosarcoma, NOS (Abdomen, NOS)	NCIT:C8971	Embryonal Rhabdomyosarcoma	pgx:icdom-89103	Embryonal rhabdomyosarcoma, NOS	pgx:icdot-C76.2	Abdomen, NOS	Embryonal rhabdomyosarcoma	https://progenetix.org/services/ids/pgxbs-kftvimgf	4
primary ICD-O M	icdom-89123	Spindle cell rhabdomyosarcoma	NCIT:C6519	Spindle Cell Rhabdomyosarcoma			pgx:icdom-89123	Spindle cell rhabdomyosarcoma			3
